respondent_id,xyz_vaccine,seasonal_vaccine
26782,0.10278027221723947,0.23945879779556287
26783,0.23332472440913088,0.3181078560692012
26784,0.678939705017489,0.8837680452767364
26785,0.6503989849882744,0.48385285265489486
26786,0.30555727073705935,0.29359938637305844
26787,0.23529674624572325,0.48717346200049594
26788,0.29322637079897335,0.8560334979939729
26789,0.06632273402270336,0.26141511387907096
26790,0.1811165966416832,0.30180552763307683
26791,0.1255092351225668,0.15285816511345984
26792,0.5946093129218489,0.8070503777115651
26793,0.31227661433674775,0.8489172100350921
26794,0.9420118174803748,0.8990466822649426
26795,0.22040980884991615,0.904036245256755
26796,0.07537768155541424,0.0635435330299115
26797,0.27971199836878274,0.7446695102559806
26798,0.43409634802281305,0.2554864366298125
26799,0.7259556784465039,0.30491298440847087
26800,0.174704185854193,0.8793309780376518
26801,0.33418282836313784,0.22632527466456218
26802,0.19797582322489185,0.16811650907213302
26803,0.13485740704439012,0.16983337633326379
26804,0.0782263995419415,0.07038125330916332
26805,0.15623931747393036,0.2791867029925415
26806,0.2624631094021867,0.8705941859922196
26807,0.9023938696766368,0.9296386033852254
26808,0.6963920207147473,0.7153877134550578
26809,0.6083302861688153,0.20018189971465303
26810,0.06040764487864481,0.09003205975032953
26811,0.10009950954385799,0.09627612179349926
26812,0.4474177179648873,0.8715263987955684
26813,0.4325679251236422,0.36660585359017267
26814,0.1302739931008289,0.4897448458485017
26815,0.10588876369001408,0.10338383185046225
26816,0.22092798899468313,0.24653169943481276
26817,0.3893263330629418,0.7262524159144541
26818,0.19695431509760541,0.3375524174747974
26819,0.592050815842772,0.48160041624245853
26820,0.2402706266240543,0.30081110191426147
26821,0.3688172208233482,0.6215527267979629
26822,0.4550086183924244,0.8344735542315895
26823,0.473146975133768,0.5079065844592001
26824,0.08571762388763966,0.511759514332437
26825,0.5522355355280397,0.7141756689235542
26826,0.30906576688342297,0.6510651469103351
26827,0.10184678953345172,0.17738457626121898
26828,0.4740264765532227,0.5617751732993962
26829,0.8824053930349932,0.9289636068150133
26830,0.19652462714490593,0.6391172709171876
26831,0.48164023920636173,0.8233959284332616
26832,0.3723549232364365,0.8727854326454433
26833,0.06828051637398645,0.3215224630113119
26834,0.38533777336798386,0.5443739074540197
26835,0.7256330503869473,0.9295870772879932
26836,0.4212580890292991,0.6463279299515998
26837,0.15369629579105412,0.061715111480409084
26838,0.20063027493131488,0.3439692002892489
26839,0.492225598042298,0.4938691529665558
26840,0.16657075522068276,0.14786584310020864
26841,0.7327094592691125,0.8137494634089332
26842,0.1744451614616597,0.19171218547427982
26843,0.09139330879681433,0.045655519037939664
26844,0.22909481148119828,0.520773291878441
26845,0.15114886108145908,0.5040678432625733
26846,0.21291433831785622,0.7560956656683642
26847,0.3747151247755343,0.14771543667207304
26848,0.21849624765354134,0.8285222584069993
26849,0.6008507175880656,0.6158061924404296
26850,0.8333911552138132,0.7309741239108805
26851,0.1034310386446336,0.09029849077268633
26852,0.11323319496206175,0.12654362863220617
26853,0.8673277692619656,0.6583991125556493
26854,0.08833605917457406,0.12822951754613923
26855,0.8997137146170346,0.8544123872593644
26856,0.22290990448972417,0.08604906949127467
26857,0.755481864483602,0.2906334885542616
26858,0.4662352433357538,0.7131848828182156
26859,0.2362079255085181,0.20388037252725885
26860,0.4521435984233733,0.16444973650427822
26861,0.14411759133179494,0.09745135458788047
26862,0.26414839108638444,0.39689506130186186
26863,0.6077458684740745,0.6890975114909906
26864,0.5825686633622071,0.3250317289629949
26865,0.058245616013305156,0.06064563835289416
26866,0.5624369614671144,0.6215458583552893
26867,0.30200238520497147,0.18753820765630666
26868,0.854014184287852,0.8930403737336805
26869,0.17810405605803814,0.4043060824654345
26870,0.8166112006961618,0.8205520714824148
26871,0.1622707032791163,0.07774648803915035
26872,0.16129550023261377,0.2957780906248064
26873,0.514575767669158,0.7860420502585392
26874,0.07729096892313092,0.11208845462628925
26875,0.905870620844787,0.9368190677400442
26876,0.14099904041033937,0.08822727477406685
26877,0.25609594207581854,0.1678445959001498
26878,0.2754367146249484,0.2209911381381844
26879,0.07257764201266272,0.07158414472894702
26880,0.19383792896481392,0.18010410765068383
26881,0.061545815210841424,0.08073898251438608
26882,0.09931649246757028,0.0924131014561475
26883,0.12475503502197498,0.16217001563863062
26884,0.20387543564911445,0.18989552502365817
26885,0.5025337551883226,0.823140571357945
26886,0.34869867662089504,0.8036110604618564
26887,0.8518408413904086,0.8292449492036092
26888,0.9688731879017195,0.9590863551773166
26889,0.17043228626466037,0.13221126694622184
26890,0.36922839001406177,0.402247997918361
26891,0.8178182996681677,0.8185442464635315
26892,0.37444182656796476,0.7230615741104661
26893,0.13093911823811558,0.15175039209159522
26894,0.44885761134862295,0.3994769349206475
26895,0.22432999613766755,0.8563991428595665
26896,0.12043428838011676,0.08760416291866907
26897,0.1257143009587396,0.4009550228957244
26898,0.4727282896290639,0.6676770402913886
26899,0.15147541584611576,0.09500678654064738
26900,0.19281394985444003,0.26176559692624873
26901,0.10306187001650906,0.35198582642939585
26902,0.5768789780428353,0.9416509139425133
26903,0.3138531312251276,0.11527545905446784
26904,0.15170406767881767,0.29446441971304904
26905,0.6344730711067815,0.6905697868192492
26906,0.09145380080700467,0.2567654166977351
26907,0.05324129837748487,0.48436160010998974
26908,0.4012033280217587,0.8168444031027408
26909,0.22518141319666196,0.21305053868510795
26910,0.2656152261925852,0.33130168636299223
26911,0.14921215750683017,0.12120804195578005
26912,0.7118753422979717,0.9350918314265798
26913,0.9375398023688458,0.8831505930385887
26914,0.22675414886995182,0.24097683014575141
26915,0.545702530605155,0.8053162455722472
26916,0.18235120405855518,0.31219333599313254
26917,0.061816873407233276,0.06106296952025416
26918,0.937976669666619,0.9533151649406969
26919,0.7084659547913731,0.6120632138263735
26920,0.13583886803689063,0.15370147078504734
26921,0.30147799567997097,0.7466732346822852
26922,0.13462460800554985,0.7098243637175216
26923,0.2972261637837321,0.3845503287641024
26924,0.9375595705709262,0.9493951565849922
26925,0.3582780704658082,0.8181897859827938
26926,0.5891982142945116,0.5440612222230412
26927,0.6836864583009034,0.7440826386651332
26928,0.19492903250061475,0.48171161636506743
26929,0.22370811211069905,0.17670318168098678
26930,0.7880877930886055,0.8433081346649512
26931,0.3491961504751599,0.44944340872526406
26932,0.2376889691790264,0.8321472257246331
26933,0.23209566142368362,0.6447315477931653
26934,0.6625448808200046,0.5906529459702071
26935,0.5253408178243415,0.6156130049359376
26936,0.4964690216739143,0.26734316064220226
26937,0.6012663705628248,0.7200881133926615
26938,0.15816559744660327,0.10024402357380267
26939,0.07257314546717551,0.08041786300317824
26940,0.16316711552588606,0.15347856213404176
26941,0.18014638414199471,0.35175553524696834
26942,0.7150384102224098,0.7224322638362555
26943,0.5066007254850472,0.7616937979555293
26944,0.17543213405703253,0.2168669163664745
26945,0.26407121600690947,0.3741179706774475
26946,0.34709630060363567,0.7024844786075063
26947,0.43355359794125164,0.46634261407796135
26948,0.09228887252021085,0.09724658600344405
26949,0.05286829189575353,0.07371538535635304
26950,0.22298127605226012,0.4519819448333655
26951,0.1265997103260054,0.18286972205599417
26952,0.9104748499953087,0.9238041645250049
26953,0.9136904729479857,0.9499477570704505
26954,0.17059922042236142,0.14872797368004945
26955,0.3400646170757913,0.6073370385189047
26956,0.3465480705400887,0.28829934607617197
26957,0.13006496494384093,0.8253604035223615
26958,0.5390874148538926,0.7130934791757481
26959,0.13460724312543101,0.18212250958339396
26960,0.05767109339609012,0.06677751008575382
26961,0.3154766295752191,0.3278493332408717
26962,0.42121139112584816,0.8700083634978059
26963,0.3561339011760567,0.42848068149336266
26964,0.25525601978845625,0.21855528781288233
26965,0.948635569922302,0.96409837400528
26966,0.08203346502701368,0.05595165146894668
26967,0.25208998995571436,0.35319797549757687
26968,0.19839612574023455,0.8090179495638513
26969,0.16412605140130296,0.19901359790092596
26970,0.8374061090718508,0.5478538800635181
26971,0.1843622830224776,0.25200084022174457
26972,0.05514714667141855,0.06133852934491263
26973,0.09481627363846001,0.14097665545688232
26974,0.36449616592663237,0.3262721134306343
26975,0.2791828518794992,0.7074237939238962
26976,0.9050038746780332,0.5702519502352017
26977,0.14564263347845094,0.27912387259685956
26978,0.0839361884053782,0.6710238572568574
26979,0.7766167746288218,0.8688041125606542
26980,0.08861697832613391,0.12476080881901114
26981,0.41406135448891185,0.4549958783972167
26982,0.8511122740272107,0.9026366431630827
26983,0.25222865679070355,0.39167884658492674
26984,0.1859118765314378,0.15093377139675315
26985,0.11512632256146542,0.1270136526801076
26986,0.2867804249487781,0.3740395418798488
26987,0.1684851945707185,0.20408819142122883
26988,0.09014787249438501,0.11305843793926844
26989,0.5206478199469108,0.7955093145029122
26990,0.062139655408838236,0.09243330750154767
26991,0.5751668089516162,0.4848506973627615
26992,0.4702906056358413,0.4477758017412607
26993,0.4102376480572543,0.8335837993563597
26994,0.3561447226414758,0.4133682508328573
26995,0.5394437629216169,0.580675474957948
26996,0.45360197437641975,0.390151457973621
26997,0.10485468048878006,0.11684815436741074
26998,0.10512986053305677,0.055687344329289845
26999,0.5980542696224375,0.4673965486514125
27000,0.26994186121803393,0.24261536980536066
27001,0.16674950676750533,0.6329391445730873
27002,0.06078620991155387,0.2674962994860035
27003,0.07619541266859108,0.06611137412562251
27004,0.3046352267162821,0.21747644886822468
27005,0.8555535345239885,0.8505800870860135
27006,0.9127671006416102,0.8640131928460835
27007,0.08178464483262392,0.1365533607419386
27008,0.2698448845825174,0.10103943422817763
27009,0.14363755536095238,0.2325276545758107
27010,0.20131434735983725,0.22430472081138028
27011,0.28611661064111527,0.21118515606766475
27012,0.6570748148842521,0.5231273684106893
27013,0.260287714552995,0.35908641654303014
27014,0.11925965381289676,0.3441912213116091
27015,0.16859898151903216,0.1768278027397953
27016,0.1872216935841695,0.2513347506427535
27017,0.8065393161610706,0.8767611581280829
27018,0.17055241662764897,0.18871106466734514
27019,0.9651576449228513,0.9686396097447733
27020,0.31956949851082417,0.2596180540125376
27021,0.4432638440420549,0.5632844782745646
27022,0.4226770480224449,0.3186464200480054
27023,0.22907651368194673,0.2199397340310265
27024,0.31027415610583176,0.4959666790264543
27025,0.1500159048761988,0.06650321046648415
27026,0.23850517471493415,0.5210950155054047
27027,0.28638236997957006,0.7915663951234865
27028,0.7047767572766954,0.8683986391793365
27029,0.28206262329132903,0.36490184808120785
27030,0.45657330991001494,0.3324331446363984
27031,0.6444594611728883,0.8034558302260901
27032,0.5283846836633395,0.6557786778262807
27033,0.6593146208538775,0.7101067488389664
27034,0.1265252113129633,0.612768976556432
27035,0.2650273964669408,0.3157197424168401
27036,0.41696200563824526,0.5904316183489159
27037,0.8305968203522308,0.7698827032181376
27038,0.09512108103610661,0.04793162963304789
27039,0.8739940102746934,0.90149379022674
27040,0.593181410991973,0.42509290891974794
27041,0.20662086094018153,0.5275923673921238
27042,0.2047238059868155,0.5917185831288165
27043,0.5569203204434657,0.6765174805269604
27044,0.0392272621041491,0.05493996113684929
27045,0.3831021244685382,0.7492096956345974
27046,0.14841144811508156,0.1680156751778241
27047,0.8068556011429613,0.4600013545220802
27048,0.35632981758245935,0.4138222508005671
27049,0.5953647670989495,0.868626146821233
27050,0.12065061889331267,0.3432424650395866
27051,0.2807997226490521,0.29291277291075063
27052,0.3506449946168322,0.41841587926564355
27053,0.9406645348441226,0.9099479654773454
27054,0.07386193654149892,0.08800414711773308
27055,0.25522957818852704,0.9316418731272185
27056,0.08081426399920634,0.07467455966666356
27057,0.07422322568373498,0.06299426438256787
27058,0.9544033216287708,0.9540742751428466
27059,0.14549518761449956,0.16444730495576906
27060,0.07122054383450377,0.23465780145769233
27061,0.3494194362316693,0.5559860440453493
27062,0.18059672688717346,0.49275972094129455
27063,0.19111323940638233,0.628857477950675
27064,0.5781508083537709,0.6778056274779035
27065,0.24232895797486956,0.5296661285261068
27066,0.17348203995889944,0.5615321901383646
27067,0.7947929367827419,0.8393581699145378
27068,0.9624022964138542,0.9562301438083874
27069,0.7669382519923422,0.9162392775175094
27070,0.08483467931401102,0.06540090755001994
27071,0.1644488633543142,0.1018782599930849
27072,0.2277194791846918,0.5599957872026727
27073,0.16784796059350685,0.7888285268899264
27074,0.22806981847454622,0.33571554611549037
27075,0.9306529214181888,0.9423224846414291
27076,0.7772448466296642,0.7701863383503715
27077,0.0688990810028021,0.06868312277833122
27078,0.5238996139887641,0.8956811475069362
27079,0.7277520287510296,0.9019497890182966
27080,0.1709013652096618,0.19956315812737002
27081,0.13238866193268814,0.7571016808648
27082,0.3851869198351918,0.39142137070284005
27083,0.1492650927952843,0.3304936030681551
27084,0.8597665982880432,0.6725770811957865
27085,0.06581666316790462,0.04704501053798644
27086,0.1954865975795892,0.16174082807425552
27087,0.5691397222128556,0.5382163998683399
27088,0.4436719700498859,0.66440445595841
27089,0.43622561727817394,0.36639920050050234
27090,0.5767337940371355,0.5253742039764849
27091,0.8015733150550314,0.2809168254377949
27092,0.1811321883314417,0.297403856997363
27093,0.35874242343262025,0.2851203002014299
27094,0.05459666002090669,0.047010740077756775
27095,0.21448184191749795,0.3919265872210378
27096,0.1501296776794844,0.2981940348369615
27097,0.8786748289872217,0.7901525228196093
27098,0.8520248048485434,0.9094509668439491
27099,0.41622652840976415,0.5688311772653146
27100,0.2254083544200524,0.7243901987238951
27101,0.2974720128796057,0.5161519386646767
27102,0.2929937570935593,0.8457703227271067
27103,0.04208979703472057,0.05400791974344371
27104,0.60512627981254,0.5450307604099179
27105,0.12295849066555553,0.4272095487947401
27106,0.8653815088352862,0.8796814667216362
27107,0.7224276424333539,0.7490017628809648
27108,0.2299895862675639,0.2768522144274435
27109,0.21183077730365393,0.17268502369836317
27110,0.19206897507460083,0.45853249889604814
27111,0.13776217524640114,0.2806456221536257
27112,0.5717742088015735,0.6313754644684186
27113,0.25494217008686576,0.20506327246587652
27114,0.21872070695432014,0.20791098567357716
27115,0.820840270574963,0.8353510884635895
27116,0.40773095745280324,0.8691083788439965
27117,0.1552201213677198,0.1309984673629563
27118,0.34156782869609276,0.44021039217131
27119,0.17420173096319388,0.21595989631505566
27120,0.6774946668929154,0.9653838324616787
27121,0.08629837660532867,0.5881873789389584
27122,0.12183439100401289,0.22802167006780727
27123,0.1603616907571292,0.1742515146232054
27124,0.16702287135020963,0.17850213970943699
27125,0.07356205129817552,0.07281256894647249
27126,0.36243164758526863,0.12207214501524831
27127,0.1061047887620619,0.11233441912208623
27128,0.37530056830194947,0.5096973335596572
27129,0.8088759286242827,0.6944609525766351
27130,0.31341581541941865,0.24882588092940994
27131,0.1492632511791789,0.11880753964986861
27132,0.8223886637954522,0.9241067913536373
27133,0.28812130981262823,0.5992659446801208
27134,0.9348016752505511,0.9583888020026285
27135,0.5976119711758102,0.7515042468289675
27136,0.1415464373809542,0.3588432099083385
27137,0.24851265263207142,0.23017187315188403
27138,0.46408211740594824,0.5453228613362958
27139,0.44994836739327687,0.24266551895755364
27140,0.9676755335524758,0.9635990669328387
27141,0.8463800297018788,0.7672375076866128
27142,0.24572242480685558,0.30113573814061373
27143,0.516209320311032,0.5818171407621149
27144,0.12543135899177724,0.07922965287982905
27145,0.7773035320532923,0.7604617097989096
27146,0.23761788954346016,0.8527070822824782
27147,0.1511956684794258,0.2876955968630212
27148,0.31453804940586066,0.13849747670284243
27149,0.3633564193277829,0.16189687738158146
27150,0.8892196957916001,0.9455558093688113
27151,0.47351341421465815,0.8133834141317497
27152,0.09869776895014319,0.23002613217118287
27153,0.6005766958271458,0.8437458962970373
27154,0.8616988358223021,0.8704975263366551
27155,0.3222902055024142,0.5549423779392995
27156,0.09322660480412075,0.26577157466658663
27157,0.062175913470678495,0.47219003091196426
27158,0.17266033541468062,0.3270086402655221
27159,0.093656901211077,0.1500189867280777
27160,0.5223749892345825,0.34828926488804807
27161,0.6408683020712952,0.5560138763491332
27162,0.6131656457427145,0.9462746711542711
27163,0.6531055895283837,0.30147738073803354
27164,0.5710277695661695,0.25543402069688653
27165,0.6538649926144301,0.6586426603948751
27166,0.15370249560239255,0.20577816083441233
27167,0.2368202398555195,0.6818967384401443
27168,0.4273156348228027,0.6361947935800977
27169,0.5976998987385261,0.6336386887779489
27170,0.8088272780546211,0.9308397288279453
27171,0.22311737824015465,0.36631590335124065
27172,0.1909590827929669,0.7447161963252782
27173,0.3720781250076027,0.4666175754440689
27174,0.16325324940079114,0.17728766991701395
27175,0.17453537405519834,0.1395766984986756
27176,0.780811494707473,0.9182260752068331
27177,0.8922839327534291,0.9002610524759981
27178,0.2784087911302595,0.28119841134283446
27179,0.1612395196681818,0.21798717009165855
27180,0.7200494747560398,0.5307732943532425
27181,0.10427809889310415,0.7178007132843046
27182,0.8846451490368907,0.914229349992227
27183,0.16796690599235728,0.6043546364676736
27184,0.18422476651533004,0.5087606547414233
27185,0.8141762311512855,0.8257858811609754
27186,0.32181448839845916,0.7812656511425998
27187,0.15350274731256333,0.1972391965626462
27188,0.2097947366073427,0.49105419310614457
27189,0.2764219964281622,0.6964011602430823
27190,0.7515540163412573,0.8710988649153845
27191,0.6163888070605129,0.9543427055908692
27192,0.7745362815570379,0.8134716142620038
27193,0.04869186953064502,0.1008769512166266
27194,0.3755735227491162,0.5832901664869847
27195,0.07841736360632291,0.1770563113993696
27196,0.5786316630603737,0.28711925473087657
27197,0.2395418537401538,0.7033730308749262
27198,0.9727076355663008,0.9738877004127922
27199,0.09384686145782317,0.13474106384237197
27200,0.6164598031348859,0.7609192802945008
27201,0.9330256649788046,0.9208051362466886
27202,0.14864244987974065,0.2018101436507528
27203,0.17383621066690466,0.16031672337603198
27204,0.11664111693106093,0.08459780291149999
27205,0.24207751049930917,0.25879888207198726
27206,0.24423532345956775,0.23019991067853862
27207,0.19952547999367184,0.2077318295985564
27208,0.8307280548409185,0.8128485603710164
27209,0.3282187267183554,0.2605102670982887
27210,0.575012190346032,0.42439844417803113
27211,0.34093623964692893,0.30488923763608544
27212,0.8324091196327273,0.8971010698782504
27213,0.5963918028664811,0.5004643697566752
27214,0.071687794895477,0.0800207411104961
27215,0.563388494677265,0.6986781917279264
27216,0.4082786280965427,0.862540018399513
27217,0.14364379280846773,0.19217355351865695
27218,0.8830549579687949,0.9046514738582688
27219,0.8114215408018725,0.7275582167628727
27220,0.42429619846998295,0.4718018438444503
27221,0.4067677579632767,0.6021691979286731
27222,0.39801449054942345,0.6378370816240164
27223,0.2601017711648867,0.75388233609732
27224,0.482894983693072,0.8282235869318244
27225,0.4466334785591705,0.2862132964776219
27226,0.0929528361822564,0.2705521121946998
27227,0.2897865650578266,0.31127044559926154
27228,0.7780170938692649,0.8745797301039039
27229,0.8165621380932077,0.8906860082193435
27230,0.47569970433362746,0.9457110551479886
27231,0.6705878085719398,0.9073988745629064
27232,0.26382907118009574,0.568316456329054
27233,0.474120660596554,0.20899015728552175
27234,0.14487953640450305,0.0897525519362355
27235,0.955414662593865,0.9491413887545641
27236,0.3362612828648807,0.9431585261647427
27237,0.7837994510357622,0.7838523040583238
27238,0.5817013486960415,0.6578231331813335
27239,0.6022829626743572,0.24325250913021235
27240,0.3792705661124725,0.3396603315761874
27241,0.17061098617606332,0.2504942265220745
27242,0.32483815003697314,0.47886719393966737
27243,0.09800480063910415,0.10544936105917353
27244,0.11398354314615462,0.11055018900615184
27245,0.5414949755635622,0.6356742893097742
27246,0.9313526085936988,0.9599083494655095
27247,0.46233587479843335,0.9392229272288861
27248,0.478212847006559,0.8109964537324461
27249,0.40237172071052707,0.604898155014379
27250,0.16516779493998568,0.23146582869181986
27251,0.17996886172906615,0.27943102286969895
27252,0.3242632696562129,0.5137850474094926
27253,0.20526046051607372,0.8176846665529379
27254,0.9679290851253515,0.9712504361891279
27255,0.34987629206210724,0.3243601240023007
27256,0.8477881092894942,0.959271355726863
27257,0.4768755863578395,0.5394447649435018
27258,0.6001411164951292,0.7252661884166768
27259,0.9188971730137193,0.9156428964110442
27260,0.3460185105541442,0.47078091930676047
27261,0.30225470603075316,0.5946206150396688
27262,0.6071079092537476,0.6386679167302997
27263,0.14929652899612408,0.08996017896699447
27264,0.21733146938985667,0.07506184280627938
27265,0.15358590337423406,0.3171272642584135
27266,0.29639101466999057,0.3309815154820853
27267,0.6430083881390868,0.812880939930187
27268,0.0791148504784656,0.15184447582648067
27269,0.7481753750358745,0.37708071068380383
27270,0.14183858515478795,0.1583176412048115
27271,0.1820861413736826,0.35613488943667065
27272,0.08763227006643759,0.42271686671650754
27273,0.13151736695186242,0.2272535978848209
27274,0.3169569166766155,0.40002268294822513
27275,0.49713338178546645,0.43459246500483983
27276,0.11778647192365448,0.19573630762023345
27277,0.1403594055561011,0.7581510180778954
27278,0.4838733458427473,0.4414868836305342
27279,0.14873731955683922,0.2197812776179193
27280,0.5041190554107126,0.4215823608466027
27281,0.17108149975353681,0.40971042587531054
27282,0.21952508956310643,0.8490566587797601
27283,0.07200800285485236,0.07580840679926139
27284,0.32092415493676535,0.2968181055733794
27285,0.18656682727615692,0.3406848381531833
27286,0.20786420014397078,0.23302282225884433
27287,0.4512270118482853,0.6028608282853952
27288,0.7121110885264708,0.6965336401364484
27289,0.7976230876941686,0.5922605605033066
27290,0.09465872483614368,0.11422132625520243
27291,0.8916318538796277,0.8948518377373883
27292,0.15703298450312458,0.49120327681173315
27293,0.380009986220686,0.9312420600262837
27294,0.08378950755281005,0.08192203982316837
27295,0.7371896426625622,0.9193361783863453
27296,0.16151469900110885,0.5871862097661052
27297,0.16043273937757505,0.8124588710652222
27298,0.27085481738566947,0.453274411555813
27299,0.4117231614088693,0.6456696313637238
27300,0.5672988451149285,0.8762999216641512
27301,0.05345757564875527,0.05288634174630902
27302,0.42596126668219886,0.772055039781296
27303,0.12181346873591566,0.29280301623085964
27304,0.30986627754355306,0.7769432101301162
27305,0.13010396756378406,0.08329394017725639
27306,0.27037358551586277,0.5037539701949649
27307,0.9173327118791552,0.8890381128249883
27308,0.4944677312602452,0.35790238541409475
27309,0.8444747464553141,0.949551694081825
27310,0.09829026033449112,0.11574032503570675
27311,0.26799270611648995,0.18429235821760534
27312,0.4557820947496524,0.5249320753277698
27313,0.220545126585167,0.17699687830916136
27314,0.08727844894486218,0.0734482888437662
27315,0.26016304787681693,0.3393374244380178
27316,0.5115356311632381,0.6395550070962224
27317,0.34513154290287407,0.3523148535277314
27318,0.5143994890531217,0.3185086036768772
27319,0.7312328721221285,0.8892668364860677
27320,0.8476751938072273,0.8179177319624785
27321,0.1568055383515032,0.5232692325028795
27322,0.48494305512718744,0.21496207414480153
27323,0.29038531108048765,0.5618851715191274
27324,0.8244654115886844,0.7166936899833085
27325,0.8768987228920458,0.8672734833145229
27326,0.5009959163217462,0.7968061164535233
27327,0.23002563899095907,0.24890547253208842
27328,0.32103374124132517,0.36946200681086533
27329,0.25793950886611267,0.28268478405861863
27330,0.06910976860488678,0.3920111997349989
27331,0.220942245657088,0.21975031044278712
27332,0.5546177440339844,0.9412550693950195
27333,0.7403498549176205,0.7630684002858522
27334,0.08103592311316381,0.05006663459145346
27335,0.2944274452807514,0.15363064971384074
27336,0.16910206517895152,0.2098589613656402
27337,0.5824212153658909,0.8309372859727716
27338,0.45336983308728546,0.3999152818792295
27339,0.6201192113716537,0.4085304493740831
27340,0.05147014059232959,0.10650112252486188
27341,0.5447693467719588,0.6733080172929821
27342,0.14618590287714667,0.5474552068021702
27343,0.1294410918540479,0.10464325506808621
27344,0.510232096342849,0.412511011633395
27345,0.3456682314906308,0.326743783367689
27346,0.9084161374441275,0.9352423535393966
27347,0.934713455708364,0.9011405070495618
27348,0.26629711541519846,0.33512575842917086
27349,0.10829289895144256,0.18141696435570678
27350,0.37985979166703104,0.8662880670942604
27351,0.9123572809764601,0.8749319071046777
27352,0.3662044207144186,0.40258096702454366
27353,0.09861472440193297,0.15074753215548736
27354,0.4333357309212469,0.6331176303358673
27355,0.2901517601602956,0.29607911443047463
27356,0.4718846803898935,0.7559833591390737
27357,0.14665097389523687,0.20579969158673073
27358,0.3651129935508302,0.6437402987098513
27359,0.47355934386861714,0.6491023999868869
27360,0.32334090993254255,0.7514063962589
27361,0.17754593075678748,0.8494132284681878
27362,0.4263444645975212,0.519610595279453
27363,0.2882861370009456,0.23428719501934428
27364,0.1398326118361067,0.2866489256404419
27365,0.4548315150183882,0.701975257617003
27366,0.8516938724124148,0.6946510199356503
27367,0.5477078216006516,0.5512311665220305
27368,0.3222227000865672,0.6189537873181649
27369,0.17529389975793483,0.08778941529021266
27370,0.10857006704278678,0.6740591543364157
27371,0.502260929894002,0.39500830451396096
27372,0.15934279716286393,0.20529477337952753
27373,0.9152573643512834,0.8142091705831227
